applicant_id,age,gender,region,education,employment,employment_years,monthly_income,loan_amount,loan_duration,interest_rate,loan_purpose,credit_score,dependents,previous_loans,repayment_history,collateral,debt_to_income_ratio,loan_status
101999,34,Female,South Asia,Graduate,Salaried,14,11831,145905,6,20.62,Business,573,2,1,Poor,Yes,1.028,1
102000,39,Female,Latin America,Postgraduate,Small Business,1,31175,85672,18,21.89,Education,706,0,0,Good,No,0.229,0
102001,43,Male,South Asia,Secondary,Salaried,0,47029,147557,6,20.3,Medical,467,5,2,Average,Yes,0.261,1
102002,45,Female,Latin America,Primary,Small Business,27,21455,66086,36,23.24,Agriculture,655,1,2,Good,No,0.257,1
102003,40,Male,Southeast Asia,Secondary,Self-employed,9,23660,75649,6,12.96,Business,558,2,5,Good,Yes,0.266,0
102004,30,Female,Southeast Asia,Graduate,Small Business,17,32622,66958,24,19.64,Business,465,2,1,Good,Yes,0.171,1
102005,41,Female,Southeast Asia,Graduate,Farmer,3,6300,46674,18,19.62,Medical,813,1,4,Good,Yes,0.617,0
102006,27,Female,South Asia,Primary,Self-employed,8,22864,142050,24,13.39,Agriculture,815,2,4,Poor,Yes,0.518,1
102007,34,Male,Latin America,Graduate,Salaried,23,23804,51013,6,20.94,Agriculture,463,5,0,Average,Yes,0.179,0
102008,29,Male,Southeast Asia,Primary,Self-employed,22,23316,28963,24,26.1,Business,666,1,1,Good,Yes,0.104,0
102009,53,Male,Sub-Saharan Africa,Primary,Small Business,7,29798,83439,36,24.16,Medical,465,3,5,Average,No,0.233,1
102010,21,Male,Sub-Saharan Africa,Graduate,Salaried,2,40842,81719,18,15.68,Agriculture,403,4,5,Good,No,0.167,1
102011,36,Female,Southeast Asia,Graduate,Farmer,3,34429,118914,6,13.11,Education,526,3,1,Good,No,0.288,0
102012,56,Female,South Asia,Secondary,Self-employed,10,15351,71054,24,26.53,Business,798,0,1,Good,Yes,0.386,1
102013,63,Female,Southeast Asia,Secondary,Self-employed,28,18219,72520,18,26.93,Agriculture,765,0,4,Good,No,0.332,1
102014,31,Female,Latin America,Secondary,Small Business,26,7406,67152,18,14.39,Agriculture,335,3,4,Good,No,0.756,1
102015,44,Male,Sub-Saharan Africa,Secondary,Farmer,10,37039,140738,6,24.91,Business,445,1,5,Average,Yes,0.317,1
102016,25,Male,Sub-Saharan Africa,Postgraduate,Self-employed,12,8010,28123,6,12.66,Medical,814,4,1,Good,Yes,0.293,0
102017,25,Male,South Asia,Primary,Small Business,7,19552,72429,18,20.32,Housing,818,0,3,Good,No,0.309,0
102018,46,Female,Sub-Saharan Africa,Graduate,Farmer,27,18232,17226,18,21.33,Agriculture,579,1,1,Good,No,0.079,0
102019,30,Male,Latin America,Primary,Self-employed,13,21953,5675,12,21.74,Business,840,3,5,Poor,No,0.022,1
102020,36,Female,South Asia,Primary,Small Business,6,23702,22601,36,26.68,Education,499,3,3,Good,No,0.079,0
102021,50,Female,Southeast Asia,Graduate,Self-employed,15,37348,5717,18,24.96,Agriculture,365,0,2,Average,No,0.013,1
102022,62,Female,Latin America,Secondary,Salaried,19,38207,20406,12,18.39,Medical,638,0,1,Poor,No,0.045,0
102023,26,Female,Latin America,Secondary,Salaried,29,20044,85481,6,20.11,Education,436,2,4,Poor,No,0.355,1
102024,42,Male,Sub-Saharan Africa,Primary,Farmer,10,27061,97885,12,21.84,Agriculture,740,0,2,Average,Yes,0.301,0
102025,21,Male,South Asia,Primary,Self-employed,6,25159,123989,36,26.19,Medical,558,3,1,Good,Yes,0.411,0
102026,38,Female,Southeast Asia,Secondary,Farmer,0,13125,111619,6,13.89,Medical,822,1,2,Poor,No,0.709,1
102027,37,Male,Sub-Saharan Africa,Secondary,Salaried,28,10734,83232,36,15.12,Education,721,2,5,Average,Yes,0.646,1
102028,38,Male,Southeast Asia,Primary,Salaried,5,38310,28265,6,14.1,Medical,802,1,1,Poor,No,0.061,0
102029,55,Female,Southeast Asia,Postgraduate,Self-employed,17,16860,59341,36,14.79,Housing,590,3,0,Good,Yes,0.293,1
102030,39,Female,South Asia,Primary,Small Business,8,25874,24881,36,23.29,Medical,498,4,0,Average,Yes,0.08,0
102031,29,Male,Latin America,Graduate,Farmer,24,36424,134567,12,18.33,Education,664,5,1,Good,No,0.308,0
102032,34,Female,Sub-Saharan Africa,Primary,Salaried,13,27887,20337,6,22.91,Business,549,3,2,Average,No,0.061,0
102033,59,Female,Southeast Asia,Postgraduate,Farmer,7,49923,68018,18,18.22,Medical,493,2,5,Average,Yes,0.114,1
102034,29,Male,Latin America,Secondary,Farmer,8,15402,61532,6,24.24,Housing,554,0,0,Good,No,0.333,0
102035,27,Female,Southeast Asia,Postgraduate,Self-employed,3,17951,63601,24,22.98,Agriculture,336,0,5,Poor,Yes,0.295,1
102036,37,Male,Latin America,Postgraduate,Salaried,12,49460,95386,36,13.58,Education,353,5,5,Poor,No,0.161,1
102037,24,Female,Latin America,Secondary,Small Business,12,31588,102496,36,16.42,Education,801,1,1,Good,No,0.27,0
102038,24,Female,Latin America,Postgraduate,Self-employed,22,24023,31026,36,19.02,Business,773,3,0,Poor,Yes,0.108,1
102039,45,Female,South Asia,Graduate,Small Business,14,8746,37925,6,21.85,Education,655,0,0,Average,No,0.361,0
102040,59,Female,Southeast Asia,Postgraduate,Farmer,20,8911,7040,24,21.18,Housing,418,3,1,Average,Yes,0.066,0
102041,33,Female,South Asia,Graduate,Small Business,2,20094,25663,24,18.79,Education,676,5,1,Good,Yes,0.106,1
102042,63,Male,Sub-Saharan Africa,Secondary,Small Business,26,15958,67662,12,14.31,Housing,527,2,3,Poor,Yes,0.353,0
102043,60,Female,Southeast Asia,Graduate,Farmer,28,17813,78985,24,19.33,Agriculture,389,1,1,Good,No,0.37,1
102044,34,Female,Southeast Asia,Primary,Farmer,13,45725,69662,18,27.66,Education,661,4,5,Average,Yes,0.127,1
102045,58,Female,South Asia,Postgraduate,Salaried,17,18196,24556,36,18.07,Business,835,0,0,Poor,No,0.112,0
102046,47,Female,Southeast Asia,Postgraduate,Self-employed,23,43182,27817,36,26.49,Medical,616,4,4,Good,No,0.054,0
102047,31,Male,Sub-Saharan Africa,Graduate,Self-employed,21,36206,14979,12,19.41,Agriculture,602,4,1,Average,Yes,0.034,0
102048,27,Female,Sub-Saharan Africa,Postgraduate,Self-employed,8,28582,12712,6,12.38,Housing,569,3,1,Average,No,0.037,0
102049,48,Female,South Asia,Primary,Salaried,21,8362,57432,24,24.87,Medical,789,4,3,Good,Yes,0.572,0
102050,36,Female,Southeast Asia,Postgraduate,Small Business,11,19290,60242,18,19.18,Agriculture,405,0,3,Good,Yes,0.26,0
102051,48,Female,Sub-Saharan Africa,Secondary,Farmer,13,22190,57139,18,26.82,Agriculture,434,4,1,Good,No,0.215,0
102052,51,Male,South Asia,Secondary,Salaried,29,8010,37890,36,22.9,Agriculture,775,0,2,Good,No,0.394,0
102053,42,Female,Latin America,Postgraduate,Salaried,22,34847,19246,36,26.96,Agriculture,388,0,3,Good,No,0.046,1
102054,29,Female,South Asia,Graduate,Small Business,10,29171,61082,24,25.69,Housing,384,2,5,Poor,Yes,0.174,1
102055,57,Female,Latin America,Graduate,Self-employed,19,31806,86681,12,14.38,Business,585,1,5,Poor,No,0.227,0
102056,51,Female,Sub-Saharan Africa,Graduate,Farmer,20,25820,137849,36,25.02,Education,408,5,0,Average,No,0.445,0
102057,51,Female,Southeast Asia,Secondary,Small Business,20,44170,11220,18,22.65,Education,342,3,0,Good,No,0.021,0
102058,41,Male,Latin America,Postgraduate,Salaried,8,10378,54814,12,15.81,Education,449,1,2,Poor,No,0.44,1
102059,25,Female,South Asia,Secondary,Small Business,18,6436,118106,12,24.76,Medical,747,1,5,Average,Yes,1.529,0
102060,39,Female,Latin America,Secondary,Farmer,8,38639,86489,12,17.42,Education,651,0,4,Good,Yes,0.187,1
102061,41,Male,Latin America,Postgraduate,Small Business,25,33545,123419,18,12.66,Business,347,2,3,Poor,Yes,0.307,1
102062,50,Female,South Asia,Primary,Self-employed,19,46400,23061,24,13.72,Agriculture,708,3,4,Good,No,0.041,0
102063,57,Female,Latin America,Primary,Farmer,7,34966,70446,12,16.8,Housing,548,0,4,Good,No,0.168,0
102064,33,Female,South Asia,Graduate,Self-employed,14,20557,104101,36,17.4,Education,754,0,2,Poor,No,0.422,0
102065,21,Female,Southeast Asia,Secondary,Farmer,14,8554,36935,36,22.13,Housing,364,4,3,Good,No,0.36,0
102066,26,Male,Latin America,Secondary,Salaried,21,40415,142789,18,21.4,Medical,745,4,5,Good,Yes,0.294,1
102067,64,Female,South Asia,Postgraduate,Salaried,26,26874,19837,24,26.15,Education,485,1,2,Poor,Yes,0.062,1
102068,39,Male,Sub-Saharan Africa,Graduate,Small Business,11,9326,127489,6,18.48,Business,522,4,3,Average,Yes,1.139,0
102069,43,Female,Sub-Saharan Africa,Postgraduate,Self-employed,22,24300,71112,24,21.26,Housing,396,3,5,Good,Yes,0.244,0
102070,50,Female,Latin America,Primary,Self-employed,2,15095,133048,36,24.2,Business,587,3,4,Good,Yes,0.735,0
102071,39,Male,South Asia,Secondary,Small Business,15,12668,42802,36,26.42,Agriculture,483,0,2,Good,No,0.282,0
102072,34,Female,South Asia,Primary,Small Business,26,39394,79612,18,16.49,Medical,630,4,4,Poor,No,0.168,0
102073,27,Male,Sub-Saharan Africa,Postgraduate,Farmer,29,36836,6866,12,27.33,Medical,318,0,5,Poor,Yes,0.016,1
102074,30,Female,Latin America,Secondary,Farmer,0,27681,147030,24,23.7,Medical,811,5,3,Good,Yes,0.443,0
102075,52,Male,Sub-Saharan Africa,Secondary,Farmer,14,48432,67195,36,21.39,Business,353,3,1,Average,No,0.116,0
102076,34,Male,Latin America,Postgraduate,Salaried,28,36762,134010,24,20.0,Business,643,4,1,Average,No,0.304,1
102077,60,Female,Southeast Asia,Graduate,Salaried,1,28117,61237,6,24.93,Agriculture,575,2,5,Average,No,0.181,0
102078,37,Female,Latin America,Primary,Small Business,4,23312,119480,36,18.43,Housing,600,2,3,Good,No,0.427,0
102079,59,Male,Sub-Saharan Africa,Postgraduate,Small Business,11,41832,89276,36,12.83,Medical,750,1,3,Good,No,0.178,0
102080,34,Female,Southeast Asia,Graduate,Farmer,2,39719,37260,24,16.91,Agriculture,315,4,5,Average,No,0.078,0
102081,22,Male,Latin America,Secondary,Salaried,17,16386,137139,18,16.79,Housing,311,4,0,Good,Yes,0.697,1
102082,33,Female,Sub-Saharan Africa,Primary,Salaried,4,18891,81224,6,17.55,Agriculture,592,0,4,Average,No,0.358,1
102083,33,Female,Latin America,Secondary,Salaried,2,41166,96069,36,14.91,Housing,655,2,4,Good,Yes,0.194,1
102084,61,Male,Southeast Asia,Graduate,Self-employed,27,14981,123940,36,12.1,Housing,370,2,1,Good,Yes,0.689,1
102085,41,Female,Latin America,Postgraduate,Farmer,21,18978,104902,36,20.7,Housing,646,0,1,Good,No,0.461,0
102086,47,Male,South Asia,Graduate,Small Business,17,29088,6668,36,24.74,Agriculture,574,4,4,Good,No,0.019,0
102087,50,Female,Latin America,Graduate,Small Business,8,15735,138781,12,19.48,Business,745,1,2,Good,Yes,0.735,0
102088,51,Female,South Asia,Primary,Self-employed,26,6323,25601,6,14.07,Housing,751,4,1,Poor,Yes,0.337,0
102089,44,Male,South Asia,Primary,Farmer,6,31935,145544,6,12.08,Education,675,5,2,Good,Yes,0.38,0
102090,48,Male,Latin America,Secondary,Small Business,13,31916,69283,12,12.85,Business,525,2,2,Good,No,0.181,0
102091,30,Female,Southeast Asia,Secondary,Small Business,20,19150,91751,6,26.29,Agriculture,356,2,5,Good,No,0.399,0
102092,49,Male,Latin America,Graduate,Self-employed,3,33593,22792,24,23.44,Education,772,4,3,Average,No,0.057,1
102093,54,Male,Sub-Saharan Africa,Graduate,Small Business,24,37317,84725,12,14.55,Education,365,2,3,Good,Yes,0.189,0
102094,39,Male,Latin America,Primary,Farmer,12,39933,127105,12,16.8,Housing,723,3,0,Average,No,0.265,1
102095,37,Male,Southeast Asia,Graduate,Salaried,15,7733,35885,12,22.07,Education,569,2,3,Average,No,0.387,0
102096,54,Female,Sub-Saharan Africa,Graduate,Farmer,1,15598,148240,36,15.57,Education,773,1,4,Good,Yes,0.792,0
102097,34,Female,Latin America,Graduate,Self-employed,14,41183,143273,6,14.65,Housing,849,1,0,Good,No,0.29,1
102098,48,Male,Southeast Asia,Postgraduate,Farmer,8,38439,7986,24,18.78,Business,693,2,0,Good,No,0.017,1
102099,31,Male,Sub-Saharan Africa,Postgraduate,Salaried,11,6926,94403,12,27.79,Education,692,0,1,Good,Yes,1.136,1
102100,58,Male,Sub-Saharan Africa,Primary,Salaried,18,49925,84220,18,17.35,Housing,769,5,3,Average,No,0.141,0
102101,60,Female,South Asia,Primary,Farmer,3,31169,146871,24,18.25,Education,687,5,4,Good,No,0.393,0
102102,27,Male,South Asia,Postgraduate,Farmer,18,35952,145332,18,13.62,Education,631,1,2,Poor,No,0.337,0
102103,38,Female,Southeast Asia,Primary,Small Business,12,34845,71900,12,19.79,Education,748,4,3,Poor,Yes,0.172,0
102104,53,Female,Southeast Asia,Primary,Salaried,11,21991,83728,18,24.14,Education,707,3,1,Poor,Yes,0.317,0
102105,31,Male,Sub-Saharan Africa,Postgraduate,Farmer,27,16266,40387,12,19.38,Medical,726,1,2,Poor,No,0.207,1
102106,61,Male,Latin America,Postgraduate,Farmer,3,46446,79117,36,27.02,Business,328,3,4,Good,Yes,0.142,1
102107,40,Female,Sub-Saharan Africa,Secondary,Self-employed,12,47549,57498,24,23.44,Education,434,3,5,Average,No,0.101,0
102108,62,Female,Sub-Saharan Africa,Primary,Self-employed,6,49952,141363,12,19.69,Business,314,4,1,Good,Yes,0.236,0
102109,59,Male,South Asia,Primary,Small Business,11,23524,96931,24,18.12,Education,787,4,3,Poor,Yes,0.343,0
102110,38,Male,Southeast Asia,Graduate,Farmer,10,49185,89198,6,23.0,Education,392,0,4,Poor,Yes,0.151,1
102111,62,Male,Southeast Asia,Postgraduate,Farmer,14,49586,106233,12,12.87,Education,362,5,1,Good,No,0.179,0
102112,35,Female,Southeast Asia,Postgraduate,Farmer,23,10252,134538,36,27.16,Business,398,1,0,Average,Yes,1.094,1
102113,55,Female,Sub-Saharan Africa,Primary,Small Business,15,47783,115436,36,21.69,Agriculture,328,3,0,Average,Yes,0.201,1
102114,24,Male,Sub-Saharan Africa,Primary,Farmer,14,40706,147221,36,23.33,Medical,636,3,5,Good,No,0.301,0
102115,58,Female,South Asia,Graduate,Self-employed,12,21930,61846,6,27.09,Housing,401,4,4,Good,Yes,0.235,1
102116,55,Male,Southeast Asia,Postgraduate,Salaried,7,30242,37669,12,24.24,Agriculture,477,5,2,Good,Yes,0.104,0
102117,59,Male,South Asia,Graduate,Salaried,27,33189,30044,18,12.4,Agriculture,505,1,4,Good,No,0.075,0
102118,64,Male,Latin America,Postgraduate,Salaried,0,6945,19344,18,18.77,Business,783,2,4,Good,Yes,0.232,0
102119,63,Female,Sub-Saharan Africa,Graduate,Salaried,29,30134,101838,24,14.06,Agriculture,392,3,2,Poor,No,0.282,1
102120,48,Male,Latin America,Secondary,Small Business,10,22997,64323,36,17.3,Agriculture,684,1,3,Poor,No,0.233,0
102121,58,Female,Latin America,Postgraduate,Self-employed,23,48519,94661,36,26.93,Education,478,2,4,Good,No,0.163,0
102122,44,Female,South Asia,Graduate,Self-employed,6,25978,108802,18,17.11,Medical,344,1,1,Average,No,0.349,0
102123,26,Female,Sub-Saharan Africa,Graduate,Farmer,1,8718,94536,6,14.44,Medical,560,0,3,Average,No,0.904,0
102124,50,Male,Southeast Asia,Secondary,Salaried,26,10060,107615,12,27.29,Business,830,5,1,Average,Yes,0.891,1
102125,54,Female,Southeast Asia,Postgraduate,Farmer,21,42525,108824,18,15.57,Medical,828,1,4,Good,Yes,0.213,0
102126,25,Female,Latin America,Postgraduate,Salaried,0,45237,59851,24,20.96,Agriculture,345,0,4,Good,No,0.11,1
102127,31,Female,Southeast Asia,Graduate,Farmer,16,33383,11045,12,14.94,Agriculture,742,5,4,Good,No,0.028,0
102128,29,Female,South Asia,Graduate,Salaried,14,40229,67306,18,23.95,Medical,332,4,3,Good,Yes,0.139,0
102129,33,Male,Sub-Saharan Africa,Primary,Small Business,19,48508,131049,18,17.49,Education,732,4,4,Average,No,0.225,0
102130,37,Male,Sub-Saharan Africa,Postgraduate,Self-employed,12,49600,43441,24,21.1,Business,631,3,3,Poor,Yes,0.073,1
102131,63,Male,Southeast Asia,Graduate,Self-employed,1,19721,135798,18,21.9,Education,518,3,2,Good,No,0.574,0
102132,28,Female,Latin America,Graduate,Salaried,18,24717,17066,18,15.69,Medical,317,5,0,Good,Yes,0.058,0
102133,47,Male,South Asia,Secondary,Small Business,5,9515,93559,24,20.31,Business,418,2,3,Poor,No,0.819,1
102134,22,Female,South Asia,Primary,Self-employed,26,46083,84774,24,23.66,Agriculture,419,1,2,Good,Yes,0.153,0
102135,39,Female,Sub-Saharan Africa,Primary,Self-employed,3,37075,115116,36,21.88,Business,316,3,3,Poor,Yes,0.259,1
102136,59,Male,Southeast Asia,Secondary,Farmer,22,8518,44501,18,18.49,Housing,654,5,1,Poor,No,0.435,0
102137,51,Male,South Asia,Primary,Farmer,0,41004,123031,36,14.13,Medical,792,5,0,Good,Yes,0.25,0
102138,63,Male,Latin America,Secondary,Farmer,27,35604,96673,24,27.19,Business,700,5,4,Good,No,0.226,0
102139,42,Male,Latin America,Primary,Farmer,15,46984,107371,18,26.34,Agriculture,301,5,2,Average,Yes,0.19,0
102140,31,Male,Southeast Asia,Postgraduate,Farmer,29,9571,88387,18,23.43,Housing,355,2,5,Good,No,0.77,1
102141,34,Female,Latin America,Postgraduate,Self-employed,2,21076,130844,12,24.22,Housing,841,2,3,Good,No,0.517,1
102142,36,Male,Latin America,Primary,Small Business,29,12857,144533,6,26.11,Business,835,3,1,Average,Yes,0.937,1
102143,50,Male,Sub-Saharan Africa,Postgraduate,Self-employed,12,18074,125625,18,22.62,Business,716,5,4,Good,No,0.579,1
102144,54,Female,Southeast Asia,Graduate,Small Business,11,33980,23429,24,22.82,Business,833,3,4,Good,No,0.057,0
102145,34,Female,Sub-Saharan Africa,Postgraduate,Salaried,6,30261,5421,36,15.27,Business,754,0,5,Good,No,0.015,0
102146,52,Female,Sub-Saharan Africa,Graduate,Self-employed,10,39150,26459,12,23.06,Housing,583,2,2,Good,No,0.056,0
102147,55,Male,Sub-Saharan Africa,Secondary,Salaried,26,28093,47013,18,25.31,Agriculture,377,1,3,Poor,Yes,0.139,1
102148,56,Female,Sub-Saharan Africa,Secondary,Small Business,0,21268,109300,36,26.88,Medical,671,4,3,Good,No,0.428,1
102149,46,Male,Southeast Asia,Graduate,Farmer,21,36438,108643,12,21.77,Agriculture,588,1,3,Good,No,0.248,1
102150,32,Male,Sub-Saharan Africa,Secondary,Small Business,15,46338,141119,24,24.41,Medical,317,2,1,Average,Yes,0.254,0
102151,28,Male,Southeast Asia,Graduate,Self-employed,12,12998,18721,6,17.92,Housing,513,0,4,Good,No,0.12,0
102152,45,Female,Sub-Saharan Africa,Secondary,Self-employed,20,39493,103093,24,23.54,Medical,351,3,5,Average,No,0.218,1
102153,43,Female,Latin America,Graduate,Small Business,19,34441,48651,24,24.74,Agriculture,322,0,3,Average,No,0.118,0
102154,25,Female,Southeast Asia,Primary,Small Business,2,20321,57216,6,17.51,Housing,605,1,2,Average,Yes,0.235,0
102155,33,Female,Latin America,Graduate,Small Business,8,34743,28555,6,13.67,Education,419,1,2,Average,No,0.068,0
102156,36,Male,Sub-Saharan Africa,Postgraduate,Small Business,25,7713,17512,18,16.68,Housing,839,5,3,Poor,Yes,0.189,0
102157,51,Male,Sub-Saharan Africa,Graduate,Self-employed,10,48872,65501,18,24.66,Medical,680,2,5,Average,Yes,0.112,0
102158,27,Female,Southeast Asia,Primary,Salaried,8,22929,81887,6,26.74,Business,823,2,1,Average,No,0.298,0
102159,59,Male,Sub-Saharan Africa,Graduate,Farmer,18,43189,35183,6,16.69,Medical,721,3,3,Average,Yes,0.068,0
102160,52,Male,Southeast Asia,Primary,Farmer,12,35852,105910,18,27.04,Housing,449,4,1,Poor,Yes,0.246,1
102161,59,Male,Latin America,Primary,Salaried,9,9546,104559,6,19.83,Housing,361,5,4,Good,No,0.913,1
102162,53,Male,South Asia,Secondary,Farmer,28,26454,60517,18,27.89,Business,388,3,4,Average,No,0.191,0
102163,50,Male,Southeast Asia,Secondary,Small Business,21,40705,146484,24,21.52,Business,704,2,1,Good,Yes,0.3,1
102164,36,Male,Sub-Saharan Africa,Secondary,Small Business,26,44224,8763,36,14.52,Agriculture,783,5,3,Average,No,0.017,0
102165,58,Male,Sub-Saharan Africa,Primary,Small Business,27,7502,89078,6,23.95,Education,846,0,2,Average,Yes,0.989,0
102166,45,Female,Southeast Asia,Postgraduate,Small Business,16,24765,131501,24,17.41,Education,754,5,5,Good,Yes,0.442,1
102167,52,Male,Sub-Saharan Africa,Secondary,Self-employed,28,40173,112510,18,21.45,Agriculture,432,2,0,Poor,No,0.233,1
102168,45,Male,Southeast Asia,Graduate,Small Business,10,8451,122176,18,16.2,Business,633,4,1,Good,No,1.205,1
102169,56,Male,Southeast Asia,Primary,Self-employed,7,25786,35822,6,23.54,Housing,384,3,1,Good,No,0.116,1
102170,56,Male,South Asia,Graduate,Self-employed,21,38119,18328,6,13.39,Agriculture,531,2,5,Good,No,0.04,0
102171,60,Male,Southeast Asia,Graduate,Salaried,14,15625,92331,36,20.97,Medical,417,1,1,Good,No,0.492,1
102172,23,Male,Southeast Asia,Primary,Small Business,2,23277,5337,24,13.65,Business,696,5,1,Good,Yes,0.019,0
102173,56,Male,Latin America,Secondary,Farmer,20,9498,41867,24,26.59,Medical,719,4,0,Good,No,0.367,0
102174,63,Female,South Asia,Primary,Self-employed,26,46895,109346,24,14.5,Agriculture,627,0,2,Poor,No,0.194,1
102175,29,Female,South Asia,Secondary,Farmer,23,38258,84608,12,17.87,Housing,605,4,5,Poor,No,0.184,0
102176,38,Male,Southeast Asia,Primary,Farmer,7,14219,122256,36,16.0,Medical,609,0,0,Poor,No,0.717,1
102177,59,Male,Sub-Saharan Africa,Secondary,Self-employed,28,22774,115595,36,23.52,Medical,732,0,3,Good,Yes,0.423,1
102178,53,Male,Latin America,Postgraduate,Salaried,3,20925,146838,18,13.04,Medical,678,1,4,Good,No,0.585,1
102179,33,Female,Sub-Saharan Africa,Primary,Salaried,14,33843,17641,6,15.13,Agriculture,388,0,3,Good,No,0.043,1
102180,32,Female,Sub-Saharan Africa,Postgraduate,Self-employed,6,45710,84319,18,22.36,Business,597,1,5,Good,No,0.154,1
102181,23,Male,Latin America,Postgraduate,Salaried,20,35083,24275,18,15.67,Business,786,3,5,Good,No,0.058,0
102182,36,Male,Latin America,Secondary,Self-employed,9,12474,66025,18,23.28,Housing,700,1,0,Good,Yes,0.441,0
102183,52,Male,South Asia,Secondary,Small Business,27,47340,64996,36,14.67,Medical,829,5,4,Good,No,0.114,1
102184,40,Male,Sub-Saharan Africa,Secondary,Small Business,16,47734,54773,24,22.5,Housing,826,2,2,Good,Yes,0.096,1
102185,55,Male,Southeast Asia,Graduate,Farmer,19,21663,80641,36,19.49,Medical,688,2,2,Poor,No,0.31,0
102186,40,Male,Latin America,Postgraduate,Salaried,29,27318,52096,18,12.39,Housing,769,2,4,Average,No,0.159,1
102187,50,Female,Sub-Saharan Africa,Primary,Self-employed,6,31146,147922,36,21.78,Housing,702,2,3,Poor,Yes,0.396,0
102188,36,Male,South Asia,Primary,Small Business,8,25620,54829,36,20.33,Agriculture,442,4,0,Good,No,0.178,1
102189,60,Female,Sub-Saharan Africa,Secondary,Farmer,28,44493,145146,36,17.05,Medical,749,4,0,Good,No,0.272,0
102190,57,Female,Southeast Asia,Primary,Self-employed,23,19418,87714,12,24.82,Education,365,3,3,Good,Yes,0.376,1
102191,53,Male,Southeast Asia,Graduate,Salaried,23,12113,82957,36,18.93,Agriculture,735,3,4,Average,Yes,0.571,0
102192,46,Male,Latin America,Postgraduate,Self-employed,27,48743,123376,12,20.65,Medical,703,4,5,Poor,Yes,0.211,0
102193,36,Male,South Asia,Primary,Self-employed,9,26780,20824,24,27.27,Education,457,2,0,Poor,No,0.065,1
102194,49,Female,Southeast Asia,Primary,Self-employed,8,20611,86260,12,22.83,Housing,671,2,5,Poor,Yes,0.349,0
102195,55,Male,Latin America,Secondary,Farmer,11,8334,45816,12,12.77,Medical,478,5,4,Good,No,0.458,1
102196,51,Female,South Asia,Secondary,Small Business,4,20534,11516,24,25.33,Housing,630,0,3,Poor,Yes,0.047,1
102197,47,Male,Southeast Asia,Secondary,Farmer,27,10663,23709,18,14.76,Medical,496,4,5,Poor,No,0.185,1
102198,48,Female,Southeast Asia,Graduate,Salaried,8,9764,52661,18,22.73,Education,528,0,5,Average,No,0.449,0
102199,46,Female,Southeast Asia,Postgraduate,Small Business,2,7160,64326,6,25.79,Housing,832,5,4,Good,Yes,0.749,0
102200,46,Female,Latin America,Primary,Self-employed,6,45508,138552,18,26.25,Medical,446,0,5,Good,No,0.254,0
102201,38,Female,Latin America,Postgraduate,Farmer,19,12598,115778,24,14.52,Medical,313,0,2,Average,Yes,0.766,1
102202,25,Female,Latin America,Primary,Farmer,0,38836,20666,18,19.6,Medical,442,2,2,Average,Yes,0.044,1
102203,25,Female,Sub-Saharan Africa,Secondary,Salaried,16,44695,35699,6,19.0,Education,426,1,4,Good,Yes,0.067,0
102204,50,Male,Latin America,Graduate,Farmer,15,32416,103842,36,19.61,Education,553,0,1,Good,No,0.267,0
102205,27,Male,South Asia,Graduate,Small Business,27,43262,11341,12,13.94,Housing,454,5,1,Average,No,0.022,0
102206,29,Male,Southeast Asia,Graduate,Self-employed,21,23137,131256,6,23.02,Housing,714,2,1,Good,Yes,0.473,0
102207,31,Male,South Asia,Primary,Self-employed,28,43507,72663,12,21.59,Agriculture,846,0,5,Average,No,0.139,0
102208,49,Female,Sub-Saharan Africa,Secondary,Self-employed,28,31325,101430,18,24.64,Medical,390,3,2,Good,Yes,0.27,1
102209,56,Female,South Asia,Primary,Small Business,2,34606,76159,6,26.89,Business,638,1,4,Good,Yes,0.183,1
102210,55,Female,Latin America,Secondary,Self-employed,26,19256,10716,18,17.5,Agriculture,674,4,5,Good,Yes,0.046,0
102211,54,Female,Latin America,Graduate,Farmer,23,37060,25831,12,23.19,Housing,474,1,3,Average,Yes,0.058,0
102212,59,Female,Southeast Asia,Secondary,Salaried,22,42093,5763,6,20.73,Housing,761,3,5,Good,No,0.011,0
102213,64,Female,South Asia,Graduate,Salaried,10,36062,39009,6,27.1,Agriculture,715,0,2,Average,No,0.09,0
102214,46,Female,South Asia,Postgraduate,Self-employed,14,15746,71388,36,24.62,Medical,684,1,2,Good,Yes,0.378,0
102215,33,Male,South Asia,Primary,Salaried,9,49531,51608,12,15.47,Medical,638,3,4,Average,No,0.087,1
102216,39,Male,Sub-Saharan Africa,Secondary,Farmer,26,23774,140569,36,16.83,Housing,465,3,4,Good,No,0.493,0
102217,30,Female,Southeast Asia,Secondary,Salaried,28,6053,43730,18,20.04,Housing,414,3,5,Average,Yes,0.602,1
102218,31,Female,South Asia,Primary,Salaried,14,42060,114224,6,15.71,Business,423,2,0,Good,No,0.226,0
102219,50,Female,Sub-Saharan Africa,Secondary,Small Business,7,6692,117768,12,18.34,Agriculture,772,0,5,Good,No,1.467,0
102220,56,Male,Latin America,Primary,Farmer,3,9519,83222,18,20.03,Education,820,3,4,Average,Yes,0.729,1
102221,24,Male,Southeast Asia,Secondary,Small Business,21,21375,31530,6,27.03,Housing,345,0,1,Good,No,0.123,0
